rank,finalWorth,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,lastName,firstName,title,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1905,1500,Mike Repole,55.0,United States,Windermere,Sports drink,Food & Beverage,United States,,True,E,M,Repole,Mike,,Florida,South,1968.0,1.0,21.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Duke Reyes,66.0,United States,Palm Beach,Beer distribution,Food & Beverage,United States,,False,U,M,Reyes,Duke,,Florida,South,1957.0,3.0,23.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Kishin RK,39.0,Singapore,Singapore,"Real estate, hotels",Real Estate,Singapore,,False,Split Family Fortune,M,RK,Kishin,,,,1983.0,5.0,5.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
1905,1500,Carlos Rodriguez-Pastor,63.0,Peru,Lima,Finance,Finance & Investments,Peru,,False,Split Family Fortune,M,Rodriguez-Pastor,Carlos,,,,1959.0,4.0,11.0,129.78,2.1,"$226,848,050,820 ",70.7,106.9,76.5,14.3,36.8,32510453.0,-9.189967,-75.015152
1905,1500,Christopher Rokos,52.0,United Kingdom,London,Hedge fund,Finance & Investments,United Kingdom,Rokos Capital Management,True,E,M,Rokos,Christopher,CEO & Founder ,,,1970.0,9.0,21.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1905,1500,John Ruiz,56.0,United States,Coral Gables,Healthcare services,Service,United States,,True,N,M,Ruiz,John,,Florida,South,1967.0,1.0,7.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Sheryl Sandberg,53.0,United States,Menlo Park,Facebook,Technology,United States,Meta Platforms,True,D,F,Sandberg,Sheryl,COO,California,West,1969.0,8.0,28.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Amnon Shashua,62.0,Israel,Kfar Shmaryahu,Automotive technology,Automotive,Israel,,True,E,M,Shashua,Amnon,,,,1960.0,5.0,26.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
1905,1500,Ben Silbermann,40.0,United States,San Francisco,Social media,Media & Entertainment,United States,Pinterest,True,U,M,Silbermann,Ben,Cofounder,California,West,1982.0,7.0,14.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Ron Sim,64.0,Singapore,Singapore,retail,Fashion & Retail,Singapore,,True,U,M,Sim,Ron,,,,1958.0,12.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
1905,1500,Leonid Simanovsky,73.0,Russia,Moscow,Investments,Finance & Investments,Russia,,True,R,M,Simanovsky,Leonid,,,,1949.0,7.0,19.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
1905,1500,Basudeo Singh,82.0,India,Mumbai,Pharmaceuticals,Healthcare,India,,True,D,M,Singh,Basudeo,,,,1940.0,11.0,20.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1905,1500,Frank Slootman,64.0,United States,Pleasanton,Software,Technology,United States,,True,D,M,Slootman,Frank,,California,West,1958.0,10.0,3.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Terry Snow,79.0,Australia,Canberra,"Airports, real estate",Real Estate,Australia,,True,U,M,Snow,Terry,,,,1943.0,12.0,23.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1905,1500,Axel Stawski,72.0,United States,Sagaponack,Real estate,Real Estate,United States,,True,U,M,Stawski,Axel,,New York,Northeast,1950.0,11.0,14.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Thomas Steyer,65.0,United States,San Francisco,Hedge funds,Finance & Investments,United States,,True,E,M,Steyer,Thomas,,California,West,1957.0,6.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Sergei Studennikov & family,56.0,Russia,Moscow,"Liquor stores, supermarkets",Fashion & Retail,Russia,,True,R,M,Studennikov,Sergei,,,,1967.0,3.0,24.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
1905,1500,Su Suyu & family,74.0,China,Shantou,"Utilities, real estate",Real Estate,China,,True,D,F,Su,Suyu,,,,1948.0,11.0,24.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Kevin Systrom,39.0,United States,San Francisco,Instagram,Technology,United States,Instagram,True,E,M,Systrom,Kevin,Cofounder,California,West,1983.0,12.0,30.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Tan Lili,,China,Guangzhou,Feed,Food & Beverage,China,,True,D,F,Tan,Lili,,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Tang Binsen,40.0,China,Beijing,Beverages,Food & Beverage,China,,True,E,M,Tang,Binsen,,,,1982.0,12.0,12.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Tang Rui,,China,Shanghai,Semiconductors,Technology,China,,True,N,M,Tang,Rui,,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Prachak Tangkaravakoon,79.0,Thailand,Bangkok,Paints,Manufacturing,Thailand,,True,U,M,Tangkaravakoon,Prachak,,,,1944.0,3.0,26.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
1905,1500,Jeff Tangney,50.0,United States,Palo Alto,Healthcare IT,Healthcare,United States,Doximity,True,D,M,Tangney,Jeff,CEO,California,West,1972.0,8.0,9.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Yuequn Tao,63.0,China,Hefei,Contact Lens,Fashion & Retail,China,,True,D,M,Tao,Yuequn,,,,1960.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,David Teoh,67.0,Australia,Sydney,Telecom,Telecom,Australia,,True,D,M,Teoh,David,,,,1956.0,1.0,1.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1905,1500,Carmen Thyssen,79.0,Andorra,,"Investments, art",Manufacturing,Spain,,False,U,F,Thyssen,Carmen,,,,1943.0,4.0,23.0,,,"$3,154,057,987 ",,106.4,,,,77142.0,42.506285,1.521801
1905,1500,Tran Ba Duong & family,63.0,Vietnam,Ho Chi Minh City,Automotive,Automotive,Vietnam,,True,D,M,Tran,Ba Duong,,,,1960.0,4.0,1.0,163.52,2.8,"$261,921,244,843 ",28.5,110.6,75.3,19.1,37.6,96462106.0,14.058324,108.277199
1905,1500,Kenny Troutt,75.0,United States,Dallas,Telecom,Telecom,United States,,True,E,M,Troutt,Kenny,,Texas,South,1948.0,1.0,8.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Jens von Bahr,52.0,Sweden,Stockholm,Gambling products,Gambling & Casinos,Sweden,,True,U,M,von Bahr,Jens,,,,1971.0,2.0,22.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
1905,1500,Wang Junmin,54.0,China,Chengdu,Pharmaceuticals,Healthcare,China,,True,U,M,Wang,Junmin,,,,1968.0,12.0,12.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Weng Xianding,61.0,China,Shenzhen,Medical devices,Healthcare,China,,True,U,M,Weng,Xianding,,,,1961.0,11.0,28.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Farris Wilks,71.0,United States,Cisco,Natural gas,Energy,United States,,True,U,M,Wilks,Farris,,Texas,South,1952.0,2.0,9.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Gordon Wu,87.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,True,D,M,Wu,Gordon,,,,1935.0,12.0,3.0,,,,,,,,,,,
1905,1500,Xiong Wu,47.0,China,Shenzhen,Software,Technology,China,,True,E,M,Xiong,Wu,,,,1976.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Xu Zhenhua,,China,Shanghai,Online games,Media & Entertainment,China,,True,E,M,Xu,Zhenhua,,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Xu Zhihan,50.0,China,Wuxi,Electronics,Technology,China,,True,D,M,Xu,Zhihan,,,,1972.0,11.0,30.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Tingdong Yang,62.0,China,Suqian,Brewery,Food & Beverage,China,,True,D,M,Yang,Tingdong,,,,1960.0,5.0,20.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Michael Minhong Yu,61.0,China,Beijing,Education,Service,China,,True,R,M,Yu,Michael Minhong,,,,1962.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Justin Yuan,,China,Shanghai,Online games,Media & Entertainment,China,,True,E,M,Yuan,Justin,,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Zhang Bangxin,43.0,China,Beijing,Education,Service,China,,True,R,M,Zhang,Bangxin,,,,1980.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Zhang Hong,,China,Hangzhou,Solar,Energy,China,,True,Split Family Fortune,F,Zhang,Hong,,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Zhou Zongwen & family,66.0,China,Shenzhen,Jewelry,Fashion & Retail,China,,True,D,M,Zhou,Zongwen,,,,1957.0,3.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Antti Aarnio-Wihuri,83.0,Finland,Helsinki,Diversified,Diversified,Finland,,False,D,M,Aarnio-Wihuri,Antti,,,,1940.0,2.0,24.0,112.33,1.0,"$268,761,201,365 ",88.2,100.2,81.7,20.8,36.6,5520314.0,61.92411,25.748151
2020,1400,Alberto Alcocer,80.0,Spain,Madrid,Investments,Finance & Investments,Spain,,True,U,M,Alcocer,Alberto,,,,1942.0,12.0,7.0,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922
2020,1400,Nigel Austin,52.0,Australia,Melbourne,Retail,Fashion & Retail,Australia,,True,D,M,Austin,Nigel,,,,1970.0,9.0,25.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
2020,1400,Binny Bansal,40.0,Singapore,Singapore,Flipkart,Technology,India,,True,U,M,Bansal,Binny,,,,1982.0,12.0,3.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Girdhari Lal Bawri,75.0,India,Mumbai,Pharmaceuticals,Healthcare,India,,True,D,M,Bawri,Girdhari Lal,,,,1947.0,8.0,3.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2020,1400,John Bloor,79.0,United Kingdom,Aberdyfi,"Real estate, manufacturing",Diversified,United Kingdom,,True,D,M,Bloor,John,,,,1943.0,6.0,16.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2020,1400,Vladimir Bogdanov,71.0,Russia,Surgut,Oil,Energy,Russia,,True,R,M,Bogdanov,Vladimir,,,,1951.0,5.0,28.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2020,1400,Amit Burman,53.0,India,Delhi,Consumer goods,Food & Beverage,India,,False,D,M,Burman,Amit,,,,1969.0,7.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2020,1400,Cai Jianyong,52.0,China,Ningbo,Nickel,Metals & Mining,China,,True,N,M,Cai ,Jianyong,,,,1971.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Steve Case,64.0,United States,McLean,AOL,Technology,United States,,True,D,M,Case,Steve,,Virginia,South,1958.0,8.0,21.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2020,1400,Chen Wenyuan & family,55.0,China,Suzhou,Testing equipment,Technology,China,,True,E,M,Chen,Wenyuan,,,,1968.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Chua Thian Poh,74.0,Singapore,Singapore,Real estate,Real Estate,Singapore,,True,U,M,Chua,Thian Poh,,,,1948.0,7.0,11.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Sasson Dayan & family,83.0,Brazil,Sao Paulo,Banking,Finance & Investments,Brazil,,True,U,M,Dayan,Sasson,,,,1940.0,4.0,1.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
2020,1400,Chris Ellison,65.0,Australia,Perth,Mining,Metals & Mining,Australia,,True,N,M,Ellison,Chris,,,,1957.0,6.0,26.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
2020,1400,John Farber,97.0,United States,New York,Chemicals,Manufacturing,United States,,True,D,M,Farber,John,Dr.,New York,Northeast,1925.0,8.0,23.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2020,1400,J. Christopher Flowers,65.0,United States,Palm Beach,Investments,Finance & Investments,United States,J.C. Flowers & Co. LLC,True,U,M,Flowers,J. Christopher,Founder and Managing Director,Florida,South,1957.0,10.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2020,1400,Reinold Geiger,75.0,Switzerland,Geneva,Beauty products,Fashion & Retail,Austria,,True,D,M,Geiger,Reinold,,,,1947.0,7.0,10.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
2020,1400,Ali Ghodsi,44.0,United States,San Francisco,Data analytics,Technology,Sweden,,True,D,M,Ghodsi,Ali,,California,West,1978.0,12.0,8.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2020,1400,Lance Gokongwei,55.0,Philippines,Manila,Diversified,Diversified,Philippines,,False,D,M,Gokongwei,Lance,,,,1967.0,12.0,1.0,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.774017
2020,1400,Guan Yihong,53.0,China,Guangzhou,Restaurant,Food & Beverage,China,,True,U,M,Guan,Yihong,,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Rajinder Gupta,64.0,India,Ludhiana,"Textiles, paper",Manufacturing,India,,True,D,M,Gupta,Rajinder,,,,1959.0,1.0,2.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2020,1400,Torstein Hagen,80.0,Switzerland,Lucerne,Cruises,Service,Norway,,True,D,M,Hagen,Torstein,,,,1943.0,2.0,18.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
2020,1400,Ayman Hariri,44.0,France,Paris,"Construction, investments",Construction & Engineering,Lebanon,,False,E,M,Hariri,Ayman,,,,1978.0,5.0,16.0,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
2020,1400,Alfredo Harp Helu & family,79.0,Mexico,Mexico City,"Banking, investments",Finance & Investments,Mexico,,True,U,M,Harp Helu,Alfredo,,,,1944.0,3.0,11.0,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
2020,1400,He Xiaopeng,45.0,China,Guangzhou,Electric vehicles,Automotive,China,,True,D,M,He,Xiaopeng,,,,1977.0,11.0,3.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Christoph Henkel,65.0,United Kingdom,London,Consumer goods,Fashion & Retail,Germany,,False,E,M,Henkel,Christoph,,,,1958.0,2.0,11.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2020,1400,Daniel Hirschfeld,81.0,United States,Kearney,Fashion retail,Fashion & Retail,United States,,False,E,M,Hirschfeld,Daniel,,Nebraska,Midwest,1941.0,5.0,31.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2020,1400,Drew Houston,40.0,United States,Austin,Cloud storage service,Technology,United States,Dropbox,True,D,M,Houston,Drew,CEO,Texas,South,1983.0,3.0,4.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2020,1400,Huang Jinxiang & family,58.0,China,Xuancheng,Chemicals,Manufacturing,China,,True,U,M,Huang,Jinxiang,,,,1965.0,1.0,27.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Rameshchandra Jain,74.0,India,Mumbai,Textiles,Manufacturing,India,,True,U,M,Jain,Rameshchandra,,,,1948.0,6.0,22.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2020,1400,Ke Zunhong & family,68.0,China,Chengdu,Pharmaceuticals,Healthcare,China,,True,D,M,Ke,Zunhong,,,,1954.0,7.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Kim Taek-jin,56.0,South Korea,Seoul,Online games,Media & Entertainment,South Korea,NCSOFT Corporation,True,D,M,Kim,Taek-jin,,,,1967.0,3.0,14.0,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
2020,1400,Koh Wee Meng,59.0,Singapore,Singapore,"Real estate, hotels",Real Estate,Singapore,,True,U,M,Koh,Wee Meng,,,,1963.0,7.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Sergei Kolesnikov,51.0,Russia,Moscow,Building materials,Manufacturing,Russia,,True,U,M,Kolesnikov,Sergei,,,,1972.0,2.0,25.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2020,1400,Hemendra Kothari,76.0,India,Mumbai,Financial services,Finance & Investments,India,,False,D,M,Kothari,Hemendra,,,,1946.0,8.0,26.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2020,1400,Sebastian Kulczyk,42.0,Switzerland,,Diversified,Finance & Investments,Poland,,False,E,M,Kulczyk,Sebastian,,,,1980.0,11.0,16.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
2020,1400,Kwee Liong Keng,77.0,Singapore,Singapore,Real estate,Real Estate,Singapore,,False,Split Family Fortune,M,Kwee,Liong Keng,,,,1946.0,1.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Kwee Liong Phing,65.0,Singapore,Singapore,Real estate,Real Estate,Singapore,,False,Split Family Fortune,M,Kwee,Liong Phing,,,,1958.0,1.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Kwee Liong Seen,70.0,Singapore,Singapore,Real estate,Real Estate,Singapore,,False,Split Family Fortune,M,Kwee,Liong Seen,,,,1953.0,1.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Kwee Liong Tek,76.0,Singapore,Singapore,Real estate,Real Estate,Singapore,,False,Split Family Fortune,M,Kwee,Liong Tek,,,,1947.0,1.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Kwek Leng Keow,71.0,Singapore,Singapore,Diversified,Diversified,Singapore,,False,N,M,Kwek,Leng Keow,,,,1952.0,1.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Kwek Leng Peck,67.0,Singapore,Singapore,Diversified,Diversified,Singapore,,False,U,M,Kwek,Leng Peck,,,,1956.0,1.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Raymond Kwok,69.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,False,U,M,Kwok,Raymond,,,,1953.0,4.0,10.0,,,,,,,,,,,
2020,1400,Lee Ho-jin,60.0,South Korea,Seoul,Diversified,Diversified,South Korea,Taekwang Industrial,False,U,M,Lee,Ho-jin,,,,1962.0,12.0,8.0,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
2020,1400,Michael Lee-Chin,72.0,Canada,Burlington,Mutual funds,Finance & Investments,Canada,,True,D,M,Lee-Chin,Michael,,,,1951.0,1.0,3.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
2020,1400,Manfredi Lefebvre d'Ovidio & family,69.0,Monaco,Monte Carlo,Cruises,Service,Italy,,False,D,M,Lefebvre d'Ovidio,Manfredi,,,,1953.0,4.0,30.0,,,"$7,184,844,193 ",,,,,,38964.0,43.7384176,7.4246158
2020,1400,Bernard Lewis & family,97.0,United Kingdom,London,Fashion retailer,Fashion & Retail,United Kingdom,,True,U,M,Lewis,Bernard,,,,1926.0,2.0,10.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2020,1400,Li Jinyang,,China,Chifeng,Mining,Metals & Mining,China,,False,D,F,Li,Jinyang,,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,William Li,48.0,China,Beijing,Electric vehicles,Automotive,China,,True,D,M,Li,William,,,,1975.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Jenny Lindén Urnes,52.0,Sweden,Helsingborg,Powdered metal,Manufacturing,Sweden,,False,E,F,Lindén Urnes,Jenny,,,,1971.0,3.0,29.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
2020,1400,Liu Fangyi,53.0,China,Shanghai,Medical equipment,Healthcare,China,,True,D,M,Liu,Fangyi,,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,K.C. Liu,69.0,Taiwan,Taipei,Manufacturing,Technology,Taiwan,,True,D,M,Liu,K.C.,,,,1954.0,3.0,20.0,,,,,,,,,,,
2020,1400,Liu Ming Chung,60.0,Hong Kong,Hong Kong,Paper,Manufacturing,Brazil,,True,D,M,Liu,Ming Chung,,,,1963.0,1.0,1.0,,,,,,,,,,,
2020,1400,Anatoly Lomakin,70.0,Russia,Moscow,Investments,Metals & Mining,Russia,,True,E,M,Lomakin,Anatoly,,,,1952.0,6.0,30.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2020,1400,Brandt Louie,79.0,Canada,Vancouver,Drugstores,Food & Beverage,Canada,,False,D,M,Louie,Brandt,,,,1943.0,7.0,5.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
2020,1400,Lucia Maggi & family,90.0,Brazil,Rondonopolis,Agribusiness,Diversified,Brazil,,True,Split Family Fortune,F,Maggi,Lucia,Philanthropist,,,1932.0,7.0,20.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
2020,1400,Gary Magness,69.0,United States,Denver,"Cable TV, investments",Media & Entertainment,United States,,False,E,M,Magness,Gary,,Colorado,West,1954.0,2.0,26.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2020,1400,Mao Lixiang & family,82.0,China,Ningbo,Cooking appliances,Technology,China,,True,D,M,Mao,Lixiang,,,,1941.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
